ID_Environmental,OTU_10,OTU_24,OTU_17316,OTU_124,OTU_196,OTU_111,OTU_16,OTU_20,OTU_198,OTU_146,OTU_28942,OTU_161,OTU_115,OTU_5864,OTU_3293,OTU_62,OTU_777,OTU_288,OTU_352,OTU_937,OTU_6567,OTU_687,OTU_68,OTU_131,OTU_102,OTU_81,OTU_371,OTU_734,OTU_709,OTU_45,OTU_74,OTU_60,OTU_794,OTU_8182,OTU_5974,OTU_109,OTU_443,OTU_104,OTU_41,OTU_338,OTU_123,OTU_385,OTU_35370,OTU_11839,OTU_56,OTU_700,OTU_202,OTU_531,OTU_3018,OTU_310,OTU_1110,OTU_130,OTU_3921,OTU_9326,OTU_1534,OTU_466,OTU_1141,OTU_22,OTU_255,OTU_249,OTU_26,OTU_76,OTU_4343,OTU_343,OTU_18949,OTU_1758,OTU_157,OTU_17814,OTU_264,OTU_107,OTU_75,OTU_24244,OTU_17160,OTU_2940,OTU_173,OTU_41795,OTU_137,OTU_9648,OTU_899,OTU_98,OTU_191,OTU_138,OTU_6625,OTU_9846,OTU_6640,OTU_12506,OTU_3161,OTU_1008,OTU_117,OTU_727,OTU_30,OTU_863,OTU_212,OTU_4995,OTU_2811,OTU_225,OTU_186,OTU_144,OTU_4497,OTU_1517,OTU_454,OTU_354,OTU_1529,OTU_4735,OTU_1981,OTU_638,OTU_71,OTU_52,OTU_323,OTU_297,OTU_22664,OTU_2859,OTU_423,OTU_589,OTU_508,OTU_11937,OTU_42268,OTU_7081,OTU_193,OTU_940,OTU_40882,OTU_170,OTU_205,OTU_3072,OTU_67,OTU_142,OTU_6462,OTU_286,OTU_327,OTU_682,OTU_228,OTU_265,OTU_254,OTU_6879,OTU_7783,OTU_13072,OTU_854,OTU_132,OTU_110,OTU_335,OTU_8934,OTU_6526,OTU_119,OTU_116,OTU_450,OTU_38515,OTU_417,OTU_3109,OTU_316,OTU_332,OTU_19226,OTU_294,OTU_270,OTU_94,OTU_494,OTU_344,OTU_2568,OTU_83,OTU_359,OTU_9659,OTU_1412,OTU_710,OTU_6018,OTU_1181,OTU_35,OTU_5201,OTU_5164,OTU_262,OTU_416,OTU_1233,OTU_7213,OTU_5482,OTU_214,OTU_1416,OTU_1459,OTU_279,OTU_253,OTU_238,OTU_10810,OTU_1282,OTU_18647,OTU_2372,OTU_337,OTU_655,OTU_42608,OTU_199,OTU_424,OTU_2813,OTU_151,OTU_154,OTU_438,OTU_414,OTU_407,OTU_1384,OTU_5987,OTU_2916,OTU_92,OTU_285,OTU_165,OTU_783,OTU_2128,OTU_349,OTU_662,OTU_2106,OTU_326,OTU_22557,OTU_784,OTU_236,OTU_203,OTU_28492,OTU_2592,OTU_37593,OTU_14640,OTU_1524,OTU_156,OTU_184,OTU_24926,OTU_7748,OTU_6820,OTU_27847,OTU_25205,OTU_672,OTU_701,OTU_12047,OTU_633,OTU_147,OTU_12102,OTU_572,OTU_27975,OTU_135,OTU_36249,OTU_301,OTU_302,OTU_20918,OTU_5959,OTU_10913,OTU_120,OTU_103,OTU_5357,OTU_6387,OTU_7247,OTU_33045,OTU_47,OTU_23,OTU_18203,OTU_2634,OTU_12273,OTU_213,OTU_31027,OTU_222,OTU_391,OTU_28747,OTU_290,OTU_160,OTU_1748,OTU_26184,OTU_2226,OTU_298,OTU_30959,OTU_1087,OTU_613,OTU_70,OTU_3213,OTU_503,OTU_3504,OTU_1770,OTU_16719,OTU_3704,OTU_599,OTU_86,OTU_259,OTU_33,OTU_25687,OTU_1817,OTU_18635,OTU_860,OTU_766,OTU_25101,OTU_1891,OTU_18910,OTU_50,OTU_43364,OTU_11266,OTU_693,OTU_4034,OTU_2172,OTU_42001,OTU_960,OTU_564,OTU_800,OTU_3542,OTU_5178,OTU_24690,OTU_1731,OTU_512,OTU_881,OTU_26152,OTU_1322,OTU_39105,OTU_209,OTU_483,OTU_519,OTU_7973,OTU_207,OTU_1589,OTU_1614,OTU_811,OTU_20754,OTU_752,OTU_10813,OTU_2073,OTU_22324,OTU_217,OTU_287,OTU_34164,OTU_698,OTU_2784,OTU_36189,OTU_7421,OTU_139,OTU_1019,OTU_1715,OTU_912,OTU_300,OTU_2676,OTU_18652,OTU_341,OTU_1025,OTU_379,OTU_1139,OTU_1078,OTU_1600,OTU_5704,OTU_7385,OTU_447,OTU_40042,OTU_1562,OTU_26011,OTU_935,OTU_1574,OTU_1273,OTU_208,OTU_21267,OTU_627,OTU_435,OTU_257,OTU_1212,OTU_24223,OTU_59,OTU_9452,OTU_439,OTU_14779,OTU_188,OTU_631,OTU_15001,OTU_6457,OTU_8642,OTU_307,OTU_1131,OTU_11503,OTU_292,OTU_1657,OTU_605,OTU_21850,OTU_445,OTU_21325,OTU_1164,OTU_7013,OTU_1195,OTU_21010,OTU_477,OTU_229,OTU_69,OTU_176,OTU_2920,OTU_835,OTU_762,OTU_660,OTU_877,OTU_35535,OTU_243,OTU_810,OTU_36092,OTU_5857,OTU_11827,OTU_541,OTU_8853,OTU_552,OTU_26244,OTU_3116,OTU_5921,OTU_19665,OTU_4466,OTU_8266,OTU_639,OTU_37016,OTU_2206,OTU_9832,OTU_348,OTU_397,OTU_654,OTU_14638,OTU_461,OTU_16330,OTU_29171,OTU_2778,OTU_3021,OTU_827,OTU_1267,OTU_595,OTU_640,OTU_731,OTU_402,OTU_1020,OTU_330,OTU_27201,OTU_4130,OTU_22252,OTU_16002,OTU_3122,OTU_808,OTU_340,OTU_3279,OTU_41662,OTU_18050,OTU_567,OTU_2329,OTU_2630,OTU_13249,OTU_93,OTU_526,OTU_971,OTU_4842,OTU_277,OTU_383,OTU_590,OTU_7537,OTU_4351,OTU_3012,OTU_476,OTU_38449,OTU_458,OTU_39447,OTU_560,OTU_369,OTU_3527,OTU_25497,OTU_272,OTU_743,OTU_1475,OTU_2532,OTU_1866,OTU_27162,OTU_17730,OTU_4226,OTU_9257,OTU_1474,OTU_19940,OTU_2065,OTU_1104,OTU_702,OTU_588,OTU_695,OTU_6158,OTU_7504,OTU_2527,OTU_2844,OTU_2038,OTU_1539,OTU_42423,OTU_23293,OTU_2097,OTU_413,OTU_816,OTU_543,OTU_22401,OTU_40614,OTU_26725,OTU_2030,OTU_158,OTU_149,OTU_89,OTU_234,OTU_4829,OTU_4719,OTU_4809,OTU_7634,OTU_347,OTU_496,OTU_210,OTU_5832,OTU_528,OTU_1325,OTU_2511,OTU_1302,OTU_1156,OTU_7962,OTU_26721,OTU_5515,OTU_9207,OTU_1637,OTU_206,OTU_7807,OTU_20167,OTU_3763,OTU_998,OTU_618,OTU_961,OTU_3160,OTU_37856,OTU_882
60,78,56,20,12,26,35,60,48,105,9,4,10,14,4,4,71,5,58,13,8,11,5,5,3,22,12,1,38,7,72,42,39,14,9,35,33,2,5,13,7,38,30,4,20,15,4,3,28,13,11,10,13,7,7,4,7,4,3,24,3,1,43,4,6,16,9,6,5,14,14,68,9,4,4,1,0,5,5,27,22,8,18,9,0,4,0,8,2,7,14,125,3,5,12,7,5,12,5,1,4,14,8,13,7,0,6,12,3,2,9,6,2,5,2,11,36,2,3,14,2,4,49,3,7,73,5,2,26,10,0,3,4,1,4,16,0,2,11,63,0,5,4,18,5,4,4,30,35,5,14,1,2,0,3,5,5,0,6,9,0,2,3,8,2,23,2,2,4,11,2,12,1,0,8,1,46,2,25,0,7,1,7,1,10,1,4,4,4,14,9,1,12,7,13,2,13,9,6,2,2,12,13,0,0,71,1,1,10,2,0,0,0,1,1,16,1,0,1,28,2,0,5,6,2,33,15,4,10,0,22,0,5,12,1,0,0,6,21,3,2,2,52,45,1,3,2,0,8,0,18,1,1,4,0,44,0,0,1,2,8,0,0,4,0,0,1,0,0,3,9,11,19,4,1,3,2,7,4,1,2,3,0,0,1,12,9,1,17,1,0,2,0,0,1,19,4,3,1,22,14,15,4,0,0,3,3,1,0,8,2,3,15,3,2,0,1,0,1,2,3,0,0,1,48,0,2,2,3,2,0,13,43,2,3,0,0,4,0,4,0,6,12,5,6,3,6,11,0,2,1,20,1,0,16,0,5,2,0,0,0,2,1,6,0,3,3,0,1,1,3,4,0,1,0,1,0,1,2,2,1,0,1,12,3,2,43,1,37,15,10,20,0,0,0,1,2,0,1,0,1,9,10,2,0,0,6,9,1,4,16,15,1,2,0,55,0,0,0,0,0,1,22,3,0,1,0,2,6,9,0,0,0,0,11,0,30,4,32,0,11,3,4,2,1,0,14,0,29,0,19,19,7,0,1,6,1,1,0,1,0,2,3,9,2,5,1,1,1,1,0,1,2,8,23,1,0,2,3,1,107,0,2,2,1,0,0,0,8,0,1,0,2,2,1,6,1,0,0,0,16,1,0,0,1,1,1,4,0,2,1,3
61,157,200,1,35,22,44,48,48,63,12,1,16,1,4,10,16,12,13,7,5,9,2,7,4,23,28,0,18,4,10,5,107,2,4,7,62,0,19,20,9,61,6,1,16,21,0,7,16,18,1,0,0,2,4,2,3,7,2,2,0,0,3,0,7,12,1,13,3,1,0,1,5,0,1,0,4,24,3,28,15,3,16,2,3,1,1,16,4,1,5,20,2,2,5,11,0,6,1,9,1,0,9,0,5,0,11,0,2,0,4,12,1,0,2,0,13,0,2,1,0,14,6,4,24,2,6,0,0,0,1,3,7,0,0,20,2,1,8,144,1,1,2,2,26,1,0,11,10,0,18,0,0,0,2,6,5,0,0,66,1,2,4,1,1,0,1,4,2,0,0,2,0,1,2,1,16,0,4,0,2,0,0,0,0,0,1,3,1,16,2,0,28,4,7,1,0,25,5,6,0,0,0,4,0,0,1,10,3,0,1,0,0,1,1,0,9,1,0,0,1,0,63,0,0,8,19,1,4,0,0,2,32,1,2,5,0,11,27,0,0,4,31,0,0,0,4,0,29,2,0,0,0,8,1,1,1,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,16,1,0,3,0,6,3,2,2,0,0,0,1,13,13,1,7,7,0,0,4,0,0,13,4,0,0,0,0,0,0,3,0,0,1,0,3,7,0,1,0,1,1,0,1,0,2,0,10,0,0,0,18,0,0,0,1,0,1,4,3,1,1,0,0,2,0,0,0,0,0,0,2,1,1,5,2,0,0,0,0,7,9,0,7,0,3,0,6,0,0,0,0,0,0,1,2,2,2,0,0,0,6,0,1,0,7,0,0,0,1,5,0,0,116,0,0,0,0,22,0,0,3,0,27,0,1,0,0,8,2,3,0,0,2,0,1,0,3,0,0,8,0,12,1,0,1,0,0,0,12,0,2,1,0,4,5,13,0,3,2,0,1,0,28,1,0,0,8,0,0,0,0,15,8,1,1,0,0,2,11,0,1,3,7,0,0,0,0,11,1,23,2,0,1,0,0,3,1,1,0,2,1,6,0,0,3,1,0,0,8,4,0,2,0,0,0,0,3,0,0,0,0,2,1,0,1,0,8,1,0,0,1,0,2,12,0,1,0,0
62,263,37,4,28,25,33,43,441,23,20,6,27,8,2,22,3,5,8,3,6,9,4,2,2,37,5,11,11,0,3,4,1,4,2,2,162,2,0,45,0,23,5,4,4,4,4,9,1,2,9,3,5,2,0,2,0,3,0,3,0,0,101,2,3,14,0,1,0,7,7,0,11,6,6,2,0,3,5,12,0,0,0,0,4,4,2,1,1,0,2,1,0,0,1,6,1,6,0,25,1,3,0,5,1,2,7,0,0,2,1,0,5,10,0,3,4,1,0,3,1,46,1,5,4,0,1,0,2,0,0,0,5,3,1,11,1,7,2,6,18,0,2,0,1,24,0,4,0,0,0,0,0,0,8,1,1,0,0,0,11,0,1,4,0,0,0,0,5,2,0,7,29,0,0,2,0,13,2,0,1,3,1,0,2,3,62,3,1,0,0,0,0,1,2,0,0,6,24,0,0,9,0,20,0,0,0,0,3,2,15,1,1,2,0,0,10,0,2,0,2,3,1,1,2,0,1,0,3,0,0,1,4,0,0,3,1,28,0,0,0,0,1,0,0,0,14,0,28,0,0,0,0,0,9,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,4,0,13,4,6,3,0,4,0,0,0,0,2,0,1,0,11,0,0,0,0,0,2,6,0,0,0,0,0,0,0,24,0,0,0,0,0,2,3,0,8,0,0,0,0,7,4,1,80,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,22,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,42,0,9,0,0,0,0,0,3,0,0,0,0,1,1,0,0,8,0,1,0,11,21,0,2,0,0,2,0,28,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,1,2,1,0,0,0,5,1,0,0,1,7,1,0,0,0,0,2,0,3,1,0,0,0,12,1,3,0,0,0,4,4,0,0,4,0,0,7,0,0,1,20,2,0,0,11,1,0,0,2,35,0,0,0,3,0,0,0,0,1,49,1,0,0,0,0,0,0,7,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,6,0,1,0,0
63,151,71,9,12,28,57,52,192,40,13,0,5,0,6,18,10,4,22,20,14,14,3,7,8,48,8,5,11,6,13,6,24,6,1,22,120,1,4,23,3,58,36,4,17,7,5,13,14,15,12,4,22,8,8,2,11,9,17,7,0,1,114,4,1,2,1,4,2,8,11,20,12,3,3,1,2,7,13,36,25,2,3,1,2,6,1,4,4,4,10,29,3,4,8,13,5,10,5,17,7,6,3,6,11,1,15,0,17,3,6,10,1,6,2,25,26,0,3,12,2,22,3,11,12,3,0,0,9,3,0,6,5,1,2,7,1,5,6,62,6,0,9,2,12,1,0,24,2,1,7,3,0,0,0,2,5,0,5,19,1,8,3,5,0,1,3,1,1,5,3,1,2,1,4,2,9,23,21,0,0,1,0,0,5,1,12,2,6,2,4,0,7,0,2,0,1,19,10,2,1,2,9,4,3,0,1,5,6,5,0,0,1,1,0,0,10,1,0,1,2,0,2,2,3,0,4,2,11,0,0,1,11,2,3,8,2,37,8,0,0,0,14,0,0,0,12,0,46,1,0,4,2,2,9,2,0,0,0,8,0,0,0,0,0,0,1,0,0,2,8,0,27,0,17,5,2,8,2,4,4,0,4,2,0,4,6,2,7,3,0,1,1,1,11,5,0,0,2,0,0,5,2,9,0,0,0,0,0,5,2,1,11,3,0,0,3,3,1,0,39,0,0,0,4,1,1,2,5,0,0,1,3,2,0,1,0,1,0,1,0,1,8,0,7,4,3,10,1,1,0,0,0,2,0,0,8,0,0,0,2,0,3,0,0,0,0,0,4,2,2,0,7,0,14,0,8,5,5,1,0,9,0,16,0,0,40,0,4,0,6,12,0,0,0,4,22,3,0,0,0,3,6,8,1,0,2,1,1,2,2,0,0,0,6,8,0,0,0,4,1,6,18,1,0,0,2,7,1,3,0,0,7,2,26,2,29,1,2,0,3,2,3,0,0,21,14,5,1,0,1,11,8,0,1,2,3,1,0,0,0,8,10,10,1,2,1,4,0,0,0,18,0,1,1,5,0,0,3,4,0,6,11,0,0,3,1,0,0,0,4,0,1,2,1,8,0,0,3,2,0,2,0,0,0,0,0,12,0,3,0,4
64,258,17,3,4,16,11,9,52,14,28,2,16,2,7,9,2,11,1,1,5,8,11,1,0,17,1,2,0,0,2,3,0,2,0,1,107,1,0,2,0,7,1,1,4,5,2,2,11,4,3,1,1,3,1,5,0,0,1,0,0,2,24,0,7,0,0,3,0,0,2,0,8,4,1,2,0,1,4,7,0,0,0,0,0,1,0,2,1,0,0,3,0,6,5,0,1,3,0,16,0,1,0,0,0,0,0,0,0,0,9,0,0,8,2,0,7,1,1,2,0,39,0,16,12,0,0,0,0,1,0,0,0,2,0,10,3,0,0,1,5,0,1,0,0,5,0,1,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,2,0,0,0,1,3,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,1,22,2,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,4,1,0,0,0,0,0,4,0,1,1,0,0,8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7,0,4,0,0,0,0,2,0,0,0,79,0,47,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,2,3,5,0,20,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,54,0,0,0,0,1,0,0,4,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,5,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,0,39,0,3,0,0,1,0,0,1,7,0,0,7,0,0,0,0,15,0,0,0,0,76,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,9,0,0,0,0,0,3,0,0,4,2,0,0,0,0,0,1,0,1,1,0,0,0,7,0,1,0,0,0,1,8,0,0,2,0,0,9,0,0,0,5,1,0,0,3,0,0,0,2,19,0,0,0,0,0,0,0,0,0,25,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,8,0,0,0,0
65,454,344,24,111,59,7,11,31,17,12,2,17,6,5,22,2,19,15,20,1,4,12,10,0,6,51,0,9,2,1,2,14,43,23,15,54,4,15,13,4,1,8,13,2,16,0,60,1,3,1,3,4,25,3,11,0,1,0,3,6,0,3,3,12,0,1,3,9,2,0,3,7,1,3,0,4,46,3,1,0,0,10,1,0,1,5,4,5,0,3,1,7,2,1,0,7,3,13,10,1,0,6,0,4,2,0,0,72,0,4,1,10,3,0,0,2,0,0,0,0,64,2,13,0,36,5,1,0,3,0,2,17,0,12,5,24,0,1,3,24,0,38,0,41,15,1,2,0,5,0,0,1,2,0,14,0,4,0,5,6,2,0,0,4,0,2,0,10,0,3,36,0,1,1,3,1,2,0,3,0,1,0,3,0,1,18,9,1,0,13,4,5,1,0,0,0,24,4,0,0,0,0,38,0,2,0,5,1,0,11,0,0,6,1,0,13,0,5,0,0,6,4,0,3,0,30,1,5,0,3,6,25,1,4,6,0,24,2,0,1,0,3,0,0,0,10,0,1,1,2,1,0,1,23,1,0,0,0,0,0,0,1,0,0,0,1,0,4,1,0,0,71,2,13,0,0,3,0,0,1,0,0,0,0,4,3,3,5,6,0,0,2,0,1,2,1,1,1,0,0,0,0,2,3,3,0,0,4,4,1,0,1,0,1,0,0,7,0,2,20,0,0,0,0,0,0,13,5,0,0,6,2,2,0,0,0,0,0,1,0,0,0,0,1,13,5,1,0,0,1,2,0,33,0,1,3,1,0,1,15,12,0,0,0,0,1,0,2,1,1,0,50,0,7,0,3,10,8,0,0,12,0,0,0,0,6,0,0,0,0,1,0,0,1,0,20,0,0,5,0,6,0,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,2,0,0,2,0,0,1,0,0,0,3,0,1,3,0,4,0,3,2,0,1,4,0,0,0,0,6,2,1,1,0,0,0,2,0,1,2,1,0,22,0,0,9,5,2,12,0,2,0,0,0,2,18,0,0,1,1,0,0,1,6,0,10,35,1,0,0,0,0,0,1,3,0,0,0,6,0,0,0,3,0,0,1,0,0,0,0,0,2,0,0,0,1
66,289,203,11,79,18,13,37,59,52,3,7,6,21,2,7,11,7,19,16,4,7,11,10,10,7,43,1,7,9,24,23,31,52,13,6,17,5,85,19,11,16,11,9,37,2,1,5,8,8,12,17,6,2,7,4,4,8,134,9,4,22,11,2,5,1,6,2,4,3,20,15,51,2,13,2,0,30,6,5,12,13,35,6,15,2,1,2,2,28,11,27,7,5,11,4,16,0,43,1,9,1,2,10,2,0,3,2,105,0,2,6,1,2,5,6,6,13,2,9,4,8,8,5,2,46,45,2,1,5,1,9,6,0,9,14,2,1,17,12,2,1,15,14,64,0,4,11,8,2,18,4,3,14,1,9,6,1,2,6,11,3,7,1,3,6,7,1,13,12,14,3,0,4,2,1,69,0,11,1,3,0,4,3,0,0,0,0,2,1,8,15,0,6,4,0,8,8,24,8,1,3,1,0,1,7,2,4,9,7,0,1,6,2,2,5,1,2,3,1,0,2,5,3,0,14,52,1,17,0,12,3,22,4,6,2,1,33,25,0,0,3,4,7,1,2,9,3,2,2,23,1,0,4,11,4,1,0,0,6,0,6,14,5,0,1,2,1,2,0,8,6,48,3,9,0,2,4,7,0,0,0,0,9,0,5,0,4,19,12,1,1,7,1,2,16,0,2,0,2,0,4,0,5,10,1,1,3,14,14,2,1,19,0,2,1,1,1,1,0,10,0,0,0,4,1,2,3,3,4,0,4,1,3,8,8,1,2,0,3,0,1,0,0,1,7,5,3,0,0,0,8,1,6,5,1,2,1,2,0,3,18,1,6,1,3,2,0,1,1,0,1,2,2,2,1,7,16,8,3,0,3,2,0,2,0,0,0,0,1,0,4,1,0,0,0,14,1,1,1,2,6,1,9,0,1,4,1,0,2,40,2,0,6,3,2,1,2,2,1,1,0,8,0,1,4,0,2,1,0,0,3,2,0,16,1,12,2,1,1,3,0,0,0,0,4,1,0,25,1,3,0,5,0,2,2,3,0,0,0,1,3,1,8,10,4,1,1,0,0,2,1,0,5,7,3,0,0,0,0,23,0,20,12,0,0,0,2,0,0,5,1,2,1,11,2,2,4,1,0,2,1,1,0,0,0,1,3,0,5,7,3
67,348,58,7,17,49,11,11,5,5,7,1,11,1,6,44,2,6,11,5,0,6,2,0,0,34,1,3,2,0,1,0,0,9,6,24,97,3,1,10,0,2,1,2,11,25,1,5,15,3,1,0,0,14,0,2,0,1,0,2,0,0,15,0,2,0,0,0,0,5,0,0,0,2,1,4,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,0,1,4,6,0,0,0,0,0,0,0,0,1,0,0,1,3,0,1,0,1,0,0,0,0,111,0,25,6,0,0,0,0,0,0,0,3,0,4,5,2,0,0,1,87,0,0,0,0,13,0,1,0,0,0,0,0,0,0,2,3,1,0,0,3,0,0,3,0,0,0,1,10,0,1,7,4,0,0,1,0,30,0,0,0,2,0,0,0,3,42,3,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,30,0,0,0,0,0,0,11,1,0,5,0,0,7,4,1,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,1,37,0,8,0,0,0,0,2,0,0,0,14,0,3,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,3,2,46,0,1,1,0,0,0,0,0,1,0,0,29,1,0,0,0,0,1,0,0,0,2,0,0,0,0,58,0,0,0,0,0,0,2,0,0,1,0,0,0,22,0,0,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,4,0,0,0,8,0,0,0,0,0,0,0,1,1,0,0,158,0,24,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,22,0,0,0,0,17,0,1,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,7,0,0,0,28,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,18,4,4,0,1,1,0,0,2,101,0,0,0,0,0,0,0,0,0,28,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0
68,142,446,36,23,31,2,7,74,13,3,2,0,8,3,52,1,8,80,19,5,9,5,4,5,2,2,1,8,0,2,1,16,11,53,13,21,6,11,0,2,9,26,4,1,0,1,0,0,1,0,10,1,20,0,3,1,0,1,0,0,2,0,2,0,1,0,0,5,2,0,1,8,1,1,0,1,6,0,0,5,2,0,0,1,0,4,3,2,0,3,3,1,0,0,0,0,2,9,1,0,0,1,0,0,0,2,0,40,0,0,0,1,1,0,1,0,2,0,0,0,6,13,3,8,9,21,0,0,0,2,0,0,1,0,0,2,4,0,5,8,0,11,0,7,0,0,0,0,0,0,0,0,4,0,3,0,1,0,5,0,19,0,2,1,0,0,0,2,0,1,1,0,0,0,0,1,0,0,1,2,3,0,0,0,2,1,0,0,1,2,0,27,1,0,1,0,18,0,0,0,0,0,22,0,0,0,0,1,0,1,1,0,4,0,0,0,1,0,0,0,1,4,0,4,0,54,0,1,0,0,0,6,1,12,0,0,1,0,0,0,0,0,0,0,0,37,0,1,2,0,3,0,6,11,0,0,0,0,4,0,0,19,0,0,0,8,5,0,0,0,0,0,1,0,0,1,4,0,0,1,0,0,1,0,0,1,1,0,1,0,0,2,0,6,0,0,0,1,0,0,0,0,4,1,3,0,0,1,0,0,0,0,3,0,1,0,0,0,2,1,0,0,0,0,0,0,6,2,0,0,2,3,7,2,10,0,0,0,0,0,2,0,0,0,6,1,0,0,0,0,0,0,15,0,1,0,0,1,1,0,20,0,0,0,0,0,0,0,0,0,0,4,0,1,0,10,8,7,0,0,33,0,0,0,2,1,0,0,0,0,1,1,0,0,0,26,0,1,3,0,2,0,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8,0,26,2,0,0,1,0,18,0,0,4,3,0,0,0,0,1,2,2,0,0,0,0,0,0,1,2,0,1,0,0,3,0,0,5,0,0,0,0,0,2,1,0,0,0,0,0,0,0,7,0,6,32,0,0,0,0,3,0,0,6,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
69,13,12,26,9,2,1,95,49,6,0,31,3,4,25,6,10,0,5,8,4,16,2,18,11,2,2,6,0,1,21,32,14,12,1,4,0,33,3,4,40,4,2,8,144,3,18,2,4,4,10,18,2,1,5,2,5,1,18,49,22,43,8,4,1,15,9,1,10,2,81,31,12,1,5,15,3,2,29,1,67,52,8,21,6,1,4,3,0,32,30,2,5,5,1,5,8,0,21,1,39,12,8,5,4,1,4,95,6,9,5,8,4,2,3,13,12,3,4,0,11,1,1,0,0,31,7,8,3,1,26,7,6,50,10,1,7,2,29,0,5,3,2,98,7,2,13,2,14,9,1,15,12,7,2,1,1,1,49,0,1,3,1,3,0,119,16,1,0,3,10,1,10,7,0,3,22,1,1,19,5,0,50,17,1,0,2,0,3,4,1,50,0,3,2,6,23,0,0,2,3,1,93,0,7,2,6,0,0,5,1,11,0,0,8,38,0,7,1,69,18,1,0,27,4,6,0,10,0,0,7,0,0,1,2,0,1,2,14,19,16,0,0,148,17,30,1,16,0,3,81,1,52,0,0,3,12,0,11,9,7,5,3,54,136,12,5,3,0,1,67,21,2,14,0,0,1,0,0,0,1,152,9,12,2,0,4,2,1,5,39,21,2,8,2,2,0,1,1,38,44,6,14,4,2,1,4,24,4,3,1,2,4,3,1,14,13,3,0,1,0,6,18,13,4,0,6,1,0,21,8,5,1,1,7,7,9,0,3,2,39,25,8,6,1,1,0,0,1,49,1,2,6,0,3,0,0,2,3,2,0,0,2,100,5,0,10,0,5,0,4,76,0,34,1,38,0,1,3,0,26,0,9,17,9,7,0,11,1,2,3,0,5,11,1,4,0,3,0,14,8,2,2,0,1,1,0,3,6,2,36,16,5,4,5,1,6,5,0,3,2,1,0,1,1,4,1,0,0,0,1,0,0,10,4,3,2,3,2,8,0,0,21,23,17,0,1,2,1,18,5,6,0,0,1,0,0,3,0,7,2,0,0,1,0,0,0,0,0,2,0,0,21,0,4,0,3,4,1,1,5,0,0,0,7,0,0,2,20,1,1,3,4,2,2,0,0,4,0,1,0,1,47,0,1,5,2,0,2,4,0,1
