ID_Environmental,OTU_10,OTU_24,OTU_17316,OTU_124,OTU_196,OTU_111,OTU_16,OTU_20,OTU_198,OTU_146,OTU_28942,OTU_161,OTU_115,OTU_5864,OTU_3293,OTU_62,OTU_777,OTU_288,OTU_352,OTU_937,OTU_6567,OTU_687,OTU_68,OTU_131,OTU_102,OTU_81,OTU_371,OTU_734,OTU_709,OTU_45,OTU_74,OTU_60,OTU_794,OTU_8182,OTU_5974,OTU_109,OTU_443,OTU_104,OTU_41,OTU_338,OTU_123,OTU_385,OTU_35370,OTU_11839,OTU_56,OTU_700,OTU_202,OTU_531,OTU_3018,OTU_310,OTU_1110,OTU_130,OTU_3921,OTU_9326,OTU_1534,OTU_466,OTU_1141,OTU_22,OTU_255,OTU_249,OTU_26,OTU_76,OTU_4343,OTU_343,OTU_18949,OTU_1758,OTU_157,OTU_17814,OTU_264,OTU_107,OTU_75,OTU_24244,OTU_17160,OTU_2940,OTU_173,OTU_41795,OTU_137,OTU_9648,OTU_899,OTU_98,OTU_191,OTU_138,OTU_6625,OTU_9846,OTU_6640,OTU_12506,OTU_3161,OTU_1008,OTU_117,OTU_727,OTU_30,OTU_863,OTU_212,OTU_4995,OTU_2811,OTU_225,OTU_186,OTU_144,OTU_4497,OTU_1517,OTU_454,OTU_354,OTU_1529,OTU_4735,OTU_1981,OTU_638,OTU_71,OTU_52,OTU_323,OTU_297,OTU_22664,OTU_2859,OTU_423,OTU_589,OTU_508,OTU_11937,OTU_42268,OTU_7081,OTU_193,OTU_940,OTU_40882,OTU_170,OTU_205,OTU_3072,OTU_67,OTU_142,OTU_6462,OTU_286,OTU_327,OTU_682,OTU_228,OTU_265,OTU_254,OTU_6879,OTU_7783,OTU_13072,OTU_854,OTU_132,OTU_110,OTU_335,OTU_8934,OTU_6526,OTU_119,OTU_116,OTU_450,OTU_38515,OTU_417,OTU_3109,OTU_316,OTU_332,OTU_19226,OTU_294,OTU_270,OTU_94,OTU_494,OTU_344,OTU_2568,OTU_83,OTU_359,OTU_9659,OTU_1412,OTU_710,OTU_6018,OTU_1181,OTU_35,OTU_5201,OTU_5164,OTU_262,OTU_416,OTU_1233,OTU_7213,OTU_5482,OTU_214,OTU_1416,OTU_1459,OTU_279,OTU_253,OTU_238,OTU_10810,OTU_1282,OTU_18647,OTU_2372,OTU_337,OTU_655,OTU_42608,OTU_199,OTU_424,OTU_2813,OTU_151,OTU_154,OTU_438,OTU_414,OTU_407,OTU_1384,OTU_5987,OTU_2916,OTU_92,OTU_285,OTU_165,OTU_783,OTU_2128,OTU_349,OTU_662,OTU_2106,OTU_326,OTU_22557,OTU_784,OTU_236,OTU_203,OTU_28492,OTU_2592,OTU_37593,OTU_14640,OTU_1524,OTU_156,OTU_184,OTU_24926,OTU_7748,OTU_6820,OTU_27847,OTU_25205,OTU_672,OTU_701,OTU_12047,OTU_633,OTU_147,OTU_12102,OTU_572,OTU_27975,OTU_135,OTU_36249,OTU_301,OTU_302,OTU_20918,OTU_5959,OTU_10913,OTU_120,OTU_103,OTU_5357,OTU_6387,OTU_7247,OTU_33045,OTU_47,OTU_23,OTU_18203,OTU_2634,OTU_12273,OTU_213,OTU_31027,OTU_222,OTU_391,OTU_28747,OTU_290,OTU_160,OTU_1748,OTU_26184,OTU_2226,OTU_298,OTU_30959,OTU_1087,OTU_613,OTU_70,OTU_3213,OTU_503,OTU_3504,OTU_1770,OTU_16719,OTU_3704,OTU_599,OTU_86,OTU_259,OTU_33,OTU_25687,OTU_1817,OTU_18635,OTU_860,OTU_766,OTU_25101,OTU_1891,OTU_18910,OTU_50,OTU_43364,OTU_11266,OTU_693,OTU_4034,OTU_2172,OTU_42001,OTU_960,OTU_564,OTU_800,OTU_3542,OTU_5178,OTU_24690,OTU_1731,OTU_512,OTU_881,OTU_26152,OTU_1322,OTU_39105,OTU_209,OTU_483,OTU_519,OTU_7973,OTU_207,OTU_1589,OTU_1614,OTU_811,OTU_20754,OTU_752,OTU_10813,OTU_2073,OTU_22324,OTU_217,OTU_287,OTU_34164,OTU_698,OTU_2784,OTU_36189,OTU_7421,OTU_139,OTU_1019,OTU_1715,OTU_912,OTU_300,OTU_2676,OTU_18652,OTU_341,OTU_1025,OTU_379,OTU_1139,OTU_1078,OTU_1600,OTU_5704,OTU_7385,OTU_447,OTU_40042,OTU_1562,OTU_26011,OTU_935,OTU_1574,OTU_1273,OTU_208,OTU_21267,OTU_627,OTU_435,OTU_257,OTU_1212,OTU_24223,OTU_59,OTU_9452,OTU_439,OTU_14779,OTU_188,OTU_631,OTU_15001,OTU_6457,OTU_8642,OTU_307,OTU_1131,OTU_11503,OTU_292,OTU_1657,OTU_605,OTU_21850,OTU_445,OTU_21325,OTU_1164,OTU_7013,OTU_1195,OTU_21010,OTU_477,OTU_229,OTU_69,OTU_176,OTU_2920,OTU_835,OTU_762,OTU_660,OTU_877,OTU_35535,OTU_243,OTU_810,OTU_36092,OTU_5857,OTU_11827,OTU_541,OTU_8853,OTU_552,OTU_26244,OTU_3116,OTU_5921,OTU_19665,OTU_4466,OTU_8266,OTU_639,OTU_37016,OTU_2206,OTU_9832,OTU_348,OTU_397,OTU_654,OTU_14638,OTU_461,OTU_16330,OTU_29171,OTU_2778,OTU_3021,OTU_827,OTU_1267,OTU_595,OTU_640,OTU_731,OTU_402,OTU_1020,OTU_330,OTU_27201,OTU_4130,OTU_22252,OTU_16002,OTU_3122,OTU_808,OTU_340,OTU_3279,OTU_41662,OTU_18050,OTU_567,OTU_2329,OTU_2630,OTU_13249,OTU_93,OTU_526,OTU_971,OTU_4842,OTU_277,OTU_383,OTU_590,OTU_7537,OTU_4351,OTU_3012,OTU_476,OTU_38449,OTU_458,OTU_39447,OTU_560,OTU_369,OTU_3527,OTU_25497,OTU_272,OTU_743,OTU_1475,OTU_2532,OTU_1866,OTU_27162,OTU_17730,OTU_4226,OTU_9257,OTU_1474,OTU_19940,OTU_2065,OTU_1104,OTU_702,OTU_588,OTU_695,OTU_6158,OTU_7504,OTU_2527,OTU_2844,OTU_2038,OTU_1539,OTU_42423,OTU_23293,OTU_2097,OTU_413,OTU_816,OTU_543,OTU_22401,OTU_40614,OTU_26725,OTU_2030,OTU_158,OTU_149,OTU_89,OTU_234,OTU_4829,OTU_4719,OTU_4809,OTU_7634,OTU_347,OTU_496,OTU_210,OTU_5832,OTU_528,OTU_1325,OTU_2511,OTU_1302,OTU_1156,OTU_7962,OTU_26721,OTU_5515,OTU_9207,OTU_1637,OTU_206,OTU_7807,OTU_20167,OTU_3763,OTU_998,OTU_618,OTU_961,OTU_3160,OTU_37856,OTU_882
189,17,9,23,18,12,3,116,50,4,8,17,8,22,7,0,45,4,9,26,10,17,2,12,16,6,3,6,1,23,94,69,10,17,2,14,5,8,5,9,9,5,22,3,26,12,16,1,22,11,28,26,8,0,10,3,10,1,24,49,6,21,2,12,8,8,13,3,1,6,56,146,11,1,8,2,5,0,3,16,79,31,17,8,1,4,0,2,0,20,0,19,5,12,5,3,8,0,8,0,33,5,29,6,6,1,6,30,0,13,2,7,1,3,1,5,13,3,5,4,10,0,9,1,2,63,7,3,9,4,7,4,1,6,4,3,0,5,8,4,0,5,0,62,7,0,8,14,45,15,2,7,12,2,4,3,9,3,44,12,1,4,2,3,7,63,3,1,2,8,15,2,7,18,5,2,5,5,1,1,5,1,28,10,10,1,1,1,14,2,2,59,7,2,10,2,7,1,2,0,2,3,55,0,5,5,2,5,2,2,1,1,3,2,4,39,0,0,0,5,2,2,5,2,27,41,0,0,0,2,50,3,0,11,0,4,11,3,21,2,5,8,1,61,39,11,0,2,6,2,7,1,8,1,0,14,10,1,3,0,15,28,0,63,5,5,14,5,0,2,4,22,1,2,2,1,1,0,0,5,5,106,4,14,1,1,5,0,4,0,4,3,2,2,1,3,7,7,1,2,2,10,28,0,1,0,1,8,0,2,0,2,6,38,2,2,1,0,1,0,0,4,4,4,18,1,10,0,0,8,9,5,0,0,8,1,3,5,4,1,5,9,67,12,0,3,2,3,7,16,1,13,0,0,6,0,1,2,0,0,0,5,3,51,0,32,1,0,0,0,2,16,0,8,0,13,0,0,1,0,40,90,0,4,8,1,12,1,9,5,7,3,4,3,0,0,0,7,0,0,27,0,1,0,2,1,0,7,2,2,8,47,4,0,1,9,1,7,1,2,0,4,2,2,3,0,0,0,1,1,2,6,0,0,2,18,0,1,27,1,8,1,23,15,8,0,1,0,4,8,3,2,1,4,0,0,0,1,0,3,1,0,0,0,1,0,0,1,0,2,0,0,11,5,2,0,3,1,1,2,12,0,0,24,5,3,3,1,11,0,0,2,16,1,0,4,2,0,1,1,2,9,11,0,1,1,4,9,2,2,1,4
190,29,44,21,20,18,9,141,28,27,10,27,9,12,6,8,29,3,21,7,2,10,1,11,1,12,8,8,3,14,49,60,5,30,24,7,2,11,4,100,25,12,9,5,16,27,5,2,15,4,7,10,2,2,7,7,7,2,3,68,5,11,5,5,6,2,12,0,5,14,33,126,7,2,2,1,11,1,3,2,47,20,22,29,0,2,6,1,3,6,4,23,7,3,10,3,11,2,12,1,6,2,35,3,3,0,2,26,3,38,1,0,0,0,1,17,3,4,5,2,1,1,5,0,1,113,8,5,6,4,22,6,0,20,2,9,2,4,9,5,16,2,3,170,1,3,28,23,56,16,3,7,4,2,1,1,3,6,7,6,2,8,0,2,4,54,6,1,3,5,20,1,1,11,1,0,25,11,3,2,3,1,40,9,2,1,0,0,11,1,3,19,6,9,2,5,48,2,0,0,6,0,77,0,4,14,12,3,3,4,1,1,0,3,2,18,1,0,3,18,1,0,5,6,5,38,9,3,3,0,60,3,5,11,2,0,7,25,23,0,5,2,3,130,42,8,3,5,1,2,169,0,0,7,0,20,6,1,5,0,7,13,1,9,4,23,11,0,3,4,55,27,7,2,12,1,1,0,1,0,4,51,4,0,1,3,3,0,10,2,13,5,14,2,4,6,1,4,1,1,25,15,19,0,0,1,3,7,4,2,0,1,73,23,11,6,6,7,2,0,0,0,12,6,1,2,3,0,0,9,1,8,0,0,6,1,0,4,0,1,7,14,25,2,6,0,4,1,2,16,3,14,0,4,7,1,1,0,3,0,0,5,4,45,1,14,1,2,1,0,1,28,0,2,0,8,2,1,7,3,34,78,1,2,5,11,2,9,10,13,1,7,1,4,1,1,0,11,0,0,10,1,5,0,1,0,2,0,0,2,8,28,5,8,17,3,1,2,7,2,2,3,2,1,0,0,3,4,0,2,0,0,0,9,1,1,4,3,4,3,10,0,9,2,3,0,1,0,9,3,2,0,0,1,9,0,0,0,0,0,1,1,1,2,0,1,0,4,2,0,1,1,28,1,10,0,1,0,1,0,95,0,1,4,7,0,2,4,21,0,0,5,5,0,0,5,1,0,0,4,1,1,5,8,2,4,2,5,0,0,0,2
191,23,27,43,19,15,6,89,30,22,1,25,6,14,18,5,36,5,14,16,18,9,8,16,9,8,16,4,5,7,109,85,15,22,8,11,0,18,1,20,21,5,5,0,18,13,17,3,19,11,17,22,11,1,15,3,9,3,2,27,12,0,1,6,12,18,15,3,4,2,35,133,7,2,3,3,15,2,4,1,43,21,65,47,0,7,2,4,2,11,1,9,11,6,11,6,10,3,10,1,11,7,5,5,2,0,1,24,9,22,4,3,4,2,0,7,14,10,4,3,1,3,4,0,4,34,8,11,11,2,22,12,0,10,0,18,1,5,3,1,0,5,0,279,8,1,23,2,38,10,2,10,5,0,1,2,3,2,14,3,14,3,4,1,12,45,11,3,1,6,22,1,6,7,10,3,2,21,5,1,9,1,21,11,2,0,0,1,18,1,1,21,5,2,2,6,46,4,4,2,6,3,53,0,10,3,25,2,0,1,0,2,0,0,4,20,0,0,6,37,5,5,3,3,5,17,0,0,2,0,44,5,0,23,3,1,4,4,27,2,9,0,3,48,28,11,0,2,2,3,20,1,7,4,0,9,14,2,14,0,13,28,2,16,3,6,16,5,8,12,33,66,0,8,14,2,0,1,0,2,5,49,5,1,3,1,5,4,10,0,6,1,6,0,5,11,7,5,3,2,3,3,21,0,0,0,8,10,1,1,0,3,20,25,1,1,9,1,0,0,0,4,12,8,10,5,2,1,1,6,5,4,0,0,2,2,8,11,1,2,18,4,12,9,2,1,4,0,3,20,7,13,0,0,2,0,0,3,2,0,2,0,0,48,5,18,4,1,4,1,0,14,0,7,0,35,1,3,0,3,31,23,0,5,4,13,1,0,2,4,0,0,1,4,0,0,0,5,0,0,30,0,1,1,5,1,2,3,2,2,10,22,4,4,5,0,1,7,8,0,2,6,4,1,1,5,11,0,1,1,0,1,0,1,4,3,0,0,8,0,1,0,18,1,1,0,1,1,9,16,7,1,1,3,10,0,1,0,0,9,3,0,0,1,1,1,0,0,4,3,1,1,14,1,3,0,2,2,10,2,120,0,0,13,17,1,6,0,29,0,0,2,2,0,0,5,1,2,0,7,2,4,13,6,6,2,9,0,6,0,1,0
192,21,43,15,15,13,17,168,25,37,9,43,4,7,6,2,24,0,12,25,7,5,2,9,4,10,7,3,2,13,37,58,12,13,15,7,2,13,4,132,16,13,3,4,24,11,7,1,25,7,10,8,11,1,10,11,4,6,18,57,3,5,9,2,4,13,19,2,4,3,51,91,5,4,6,4,7,1,4,2,21,30,21,17,3,4,2,1,4,19,1,14,7,13,13,7,16,4,5,5,8,3,14,9,7,1,2,35,10,23,5,2,2,1,1,16,13,11,6,6,2,2,1,2,1,110,1,3,15,9,15,11,0,20,4,6,0,2,10,3,5,1,1,105,4,2,15,12,38,11,2,7,7,9,3,0,5,4,11,1,6,1,3,0,6,55,6,3,1,10,7,0,1,13,7,1,28,4,10,2,4,4,49,17,6,1,2,0,8,0,5,33,2,1,5,2,45,3,1,2,2,1,60,1,5,18,6,4,6,0,0,2,5,2,5,36,0,0,4,29,2,2,4,1,5,12,1,5,10,1,19,6,2,20,7,2,6,22,11,7,6,0,2,112,50,21,3,11,4,2,27,0,1,3,0,11,6,0,3,0,17,8,2,38,3,24,11,1,3,6,87,25,1,8,22,3,1,5,0,0,3,83,5,2,1,2,2,0,10,0,5,11,11,2,7,4,0,5,1,2,43,10,15,0,0,1,1,12,0,0,3,3,57,12,11,8,7,3,0,0,0,0,17,9,13,1,4,1,2,9,6,4,1,0,1,0,10,3,2,2,30,14,39,11,6,2,10,2,4,21,0,17,1,3,8,1,0,5,1,0,0,2,1,66,2,9,5,5,0,0,2,36,0,3,0,14,1,2,1,2,84,28,0,10,10,10,1,9,9,8,3,3,1,5,1,3,0,7,1,0,20,1,1,2,1,3,1,1,1,4,5,17,7,2,2,5,3,15,2,4,2,2,2,1,0,4,6,3,1,0,4,2,0,6,1,4,3,2,6,4,5,0,32,5,1,0,3,0,5,2,5,4,0,2,8,1,1,0,0,4,4,1,0,4,1,0,0,7,4,2,0,2,26,6,4,0,4,0,6,0,82,0,0,9,6,1,7,8,43,0,0,0,2,0,1,2,3,3,0,3,1,3,10,3,1,2,4,1,4,1,0,1
193,20,21,11,8,19,20,166,56,46,20,46,11,9,8,12,32,4,48,11,8,3,1,9,3,36,14,2,12,10,58,77,6,30,5,22,12,11,7,69,38,15,11,9,17,23,5,1,30,23,9,15,1,1,15,14,13,6,5,102,8,2,16,5,12,15,16,8,9,7,32,104,17,2,4,2,9,3,6,11,36,14,26,30,3,8,1,6,3,3,0,30,6,9,19,10,10,3,2,1,2,8,54,22,12,1,6,12,3,1,3,6,1,1,5,4,13,9,3,7,4,2,6,2,1,194,8,6,11,2,6,8,6,4,5,18,1,3,12,7,1,1,2,110,4,2,24,26,109,23,3,4,2,4,2,0,3,7,8,10,5,6,2,1,3,60,5,3,1,3,9,1,1,5,9,2,13,9,4,2,5,4,12,42,9,2,0,0,8,0,2,6,6,3,7,5,44,0,1,1,10,1,43,1,0,10,12,1,8,1,0,1,2,3,2,35,0,0,0,19,0,1,10,3,10,31,5,7,9,3,69,1,2,18,6,2,3,8,32,2,4,2,4,33,32,9,2,6,5,5,21,0,4,24,1,26,10,3,16,1,2,16,0,30,3,17,10,2,4,7,28,35,9,4,5,0,3,3,4,5,5,70,8,0,2,5,2,0,20,4,7,4,2,2,0,7,0,13,0,8,21,30,12,1,0,0,1,6,0,1,2,1,62,25,14,3,3,4,1,0,0,0,4,9,10,1,4,0,1,23,0,1,0,0,0,1,2,4,3,0,3,5,10,2,1,1,16,0,9,5,4,45,2,2,1,0,1,8,2,1,7,2,2,11,3,4,6,4,3,1,1,14,0,3,0,12,1,0,1,2,27,17,0,6,17,13,2,8,8,19,0,10,2,1,0,1,1,7,1,0,22,1,8,0,2,2,2,2,2,1,10,18,5,14,1,4,2,4,1,0,4,0,8,4,2,4,4,1,3,5,1,2,0,6,3,0,5,1,8,4,15,2,2,2,0,1,5,1,5,2,3,4,1,0,8,1,5,0,0,0,3,0,0,2,0,1,0,1,1,2,0,3,18,3,25,0,1,1,1,0,37,0,2,6,7,1,4,0,13,0,0,0,7,0,1,17,0,0,0,3,2,4,1,4,1,1,10,2,3,2,0,5
194,28,48,33,25,15,3,106,21,21,6,20,4,22,12,6,27,2,30,22,10,11,3,15,1,19,6,10,2,5,52,55,7,5,14,8,1,9,12,50,14,4,8,2,33,18,8,3,20,4,14,10,10,0,7,11,2,4,7,96,13,2,10,4,4,2,6,3,3,9,24,82,8,2,2,3,5,0,0,4,106,40,12,12,0,4,0,1,1,18,4,14,3,7,3,8,11,5,3,4,15,9,13,5,9,1,1,34,4,51,3,5,1,2,3,23,2,6,1,0,6,1,4,3,2,109,13,4,5,0,16,0,0,25,2,9,3,8,11,2,2,5,1,92,5,2,9,8,43,23,1,3,10,2,1,5,6,3,38,2,1,6,4,0,10,68,1,6,2,2,4,0,1,7,2,2,0,11,6,0,7,2,37,6,17,3,1,2,5,1,1,49,1,0,5,0,12,0,7,0,3,2,46,1,6,4,8,1,0,7,0,0,3,2,2,22,0,2,2,15,1,2,6,5,10,20,2,0,0,1,61,3,1,5,0,3,6,9,11,1,3,1,1,45,65,13,1,7,5,2,7,0,10,8,1,9,6,1,6,0,5,21,2,34,4,26,25,4,2,1,49,17,0,13,10,6,1,1,1,3,6,104,12,0,5,1,4,0,2,3,6,6,11,0,7,3,3,2,8,2,13,16,22,0,1,0,1,4,0,1,1,0,29,26,9,10,6,2,2,0,0,9,9,4,9,1,6,2,2,15,9,1,0,0,4,1,4,2,0,0,35,16,18,6,0,0,8,2,7,17,1,32,0,1,7,4,0,1,1,1,6,8,1,58,8,9,1,2,1,0,0,20,0,1,0,18,0,0,2,0,65,56,0,6,7,13,5,7,18,9,1,3,4,1,4,0,0,5,0,0,19,0,1,0,7,7,3,2,1,2,5,35,9,19,2,1,2,10,3,4,5,1,0,1,1,1,1,0,0,1,0,0,0,7,2,7,1,0,3,4,4,4,53,5,5,0,4,1,3,8,9,1,0,2,5,0,0,0,0,9,3,0,0,0,0,5,1,5,2,1,2,1,17,6,1,0,0,0,2,1,36,0,2,12,4,1,4,1,26,0,0,3,5,0,0,6,2,4,1,2,0,1,9,1,1,0,3,0,1,2,2,4
195,6,10,13,8,2,6,121,32,6,11,40,18,2,19,0,25,2,2,19,3,19,0,13,1,2,1,5,2,4,50,53,10,5,2,4,0,12,7,2,8,0,1,2,64,4,14,3,12,4,26,2,7,1,11,0,7,2,18,30,1,7,2,2,1,19,2,0,1,4,22,99,7,3,7,0,2,0,4,3,30,38,9,6,5,15,2,0,0,37,4,1,0,15,3,1,16,0,10,0,25,13,16,10,0,6,1,61,5,60,4,15,0,4,3,0,13,11,1,1,2,0,3,0,1,28,10,1,3,1,22,1,7,26,4,2,1,3,8,0,10,12,0,26,2,0,10,3,48,16,1,2,25,2,1,0,6,1,30,2,0,4,6,0,2,96,2,2,0,5,8,0,3,10,2,3,8,4,8,15,8,1,22,15,11,0,0,0,3,8,2,54,0,2,1,1,9,0,0,0,1,3,73,0,6,17,7,0,1,5,0,0,0,0,2,31,0,1,1,39,3,3,0,5,2,8,0,0,0,6,13,0,0,1,0,0,1,0,10,4,8,0,0,48,83,18,0,17,1,0,11,0,9,1,0,2,9,1,3,0,13,16,2,52,15,8,5,0,1,2,21,28,0,2,1,1,1,0,0,2,1,62,5,4,7,2,1,2,0,0,12,4,2,2,2,2,3,3,5,3,8,2,12,0,0,0,2,10,1,0,0,3,0,6,5,8,18,4,0,1,0,6,14,11,3,4,7,0,2,17,2,1,0,0,3,0,0,1,0,0,36,8,27,7,0,0,5,0,2,23,4,7,0,0,6,1,0,3,7,1,0,2,3,120,5,1,1,2,0,1,2,56,0,39,0,17,0,0,0,1,105,9,5,14,16,20,1,1,0,4,1,1,3,0,0,0,0,3,0,2,14,0,1,0,2,5,0,1,1,1,1,23,19,3,0,3,4,3,1,0,5,1,0,7,1,3,1,1,2,0,0,3,2,1,2,14,1,1,4,6,0,0,81,11,16,0,0,2,1,16,9,4,0,1,0,0,0,3,1,1,4,0,0,0,0,3,0,3,8,2,2,0,6,1,1,0,0,2,0,2,35,0,0,3,2,0,1,0,93,0,0,9,8,0,0,2,0,4,0,1,0,1,65,1,5,0,1,0,5,0,0,4
196,13,57,31,10,6,0,121,32,16,1,27,2,11,7,3,26,6,27,5,2,15,0,12,2,5,5,0,3,7,55,73,4,6,17,2,1,3,3,133,3,9,0,2,16,8,14,0,13,6,13,12,5,0,8,1,9,3,3,61,3,19,33,1,1,17,6,0,2,2,13,89,4,1,3,1,4,1,1,2,34,19,22,20,0,1,1,0,0,8,0,8,4,4,7,2,10,0,10,9,4,8,24,6,6,1,4,24,11,26,1,2,1,3,1,35,4,2,1,0,2,0,1,0,1,111,16,2,4,3,15,3,2,4,7,7,1,5,0,0,3,1,1,101,5,3,16,7,84,29,1,2,5,10,0,0,2,3,5,3,7,7,2,0,2,111,7,1,0,2,9,0,0,18,1,1,37,12,3,7,7,1,32,14,8,0,0,0,11,1,1,22,6,1,2,0,21,0,2,3,0,3,93,0,1,13,12,0,4,0,0,1,2,1,1,42,0,2,0,29,0,2,2,1,2,19,3,2,2,1,44,1,0,1,3,0,2,17,18,2,2,1,0,170,36,8,0,8,2,5,102,0,3,5,0,14,7,0,5,0,10,18,0,26,1,14,9,0,6,1,112,13,3,6,10,0,0,0,1,1,1,71,0,2,0,0,0,0,2,0,7,0,14,3,7,1,1,2,6,4,66,13,2,0,3,0,0,13,0,2,0,0,49,4,6,2,7,1,0,2,0,1,13,7,4,0,6,2,0,19,0,4,0,0,6,2,1,1,0,1,48,16,15,2,1,0,5,0,2,19,0,12,0,2,4,0,0,1,1,2,0,1,4,101,8,1,0,0,0,0,1,48,0,4,0,10,0,1,4,1,32,4,0,3,10,14,0,6,0,5,4,1,2,6,1,0,0,2,0,0,22,0,0,0,2,0,5,5,0,1,12,21,4,7,6,7,2,2,2,11,1,1,0,2,0,2,0,2,5,1,0,0,0,0,0,5,4,1,2,6,0,0,23,1,7,0,0,0,5,11,12,0,0,0,9,1,2,0,0,0,3,0,0,0,1,4,0,6,3,1,0,4,27,1,5,0,6,1,2,1,131,0,2,11,9,0,3,4,27,0,0,2,4,0,0,4,0,1,0,7,0,0,9,2,1,0,0,0,1,4,1,4
197,6,22,7,3,2,9,240,46,2,3,61,41,1,6,1,26,2,3,25,5,13,4,7,9,7,1,0,4,3,42,63,5,7,0,1,0,14,2,24,5,3,1,1,47,2,35,2,21,5,11,6,10,0,19,1,11,3,60,63,4,0,2,2,1,12,11,0,4,1,52,90,12,2,3,3,2,1,2,7,36,59,4,2,1,18,2,0,0,43,7,6,0,11,10,2,17,0,7,1,25,23,11,9,4,6,2,69,2,80,5,9,0,6,5,11,7,12,3,1,8,0,4,2,2,25,2,2,7,4,2,1,2,13,2,11,0,3,3,0,1,8,1,5,0,1,1,4,39,17,1,0,17,6,2,4,3,3,36,0,0,0,18,0,7,106,0,1,0,7,5,0,2,1,4,1,9,7,9,2,5,1,26,17,12,1,0,1,1,4,1,55,0,5,0,2,7,0,2,1,1,2,84,0,8,6,0,3,1,9,1,3,0,0,0,25,0,0,0,43,11,3,0,2,1,20,0,0,1,0,10,0,1,0,0,0,3,0,8,3,12,0,1,35,152,42,0,14,1,1,5,0,6,2,2,2,2,2,6,1,30,21,1,85,10,3,5,4,6,2,36,10,0,1,4,0,0,1,0,0,0,66,3,7,17,0,5,0,0,1,5,8,0,9,6,0,2,2,1,1,16,4,4,0,1,0,0,8,0,0,0,2,3,3,11,3,20,8,1,1,1,11,12,14,9,1,4,3,1,4,3,7,0,0,2,2,2,0,2,0,35,8,7,20,1,0,0,1,0,32,4,8,0,0,7,2,1,1,0,3,0,0,1,59,0,17,0,4,1,0,4,28,0,50,0,8,0,0,0,1,229,16,1,21,22,5,0,5,4,7,6,0,5,2,0,0,0,1,0,0,33,0,0,1,0,5,1,2,3,3,1,17,5,1,1,2,1,5,0,3,3,1,4,8,1,1,2,0,0,0,0,0,0,1,5,15,1,1,4,0,0,0,77,21,12,0,1,2,1,5,6,3,0,1,0,1,0,1,0,0,1,0,0,0,0,3,0,1,7,3,5,1,8,4,2,0,9,1,0,1,9,0,0,12,1,1,3,0,62,0,0,6,18,0,0,4,0,4,2,7,1,0,69,4,0,0,2,3,5,1,2,1
198,18,40,13,3,8,2,123,23,5,2,19,4,5,2,0,26,1,2,2,1,29,1,8,1,13,1,3,2,5,38,62,4,2,7,0,0,8,1,57,4,1,2,0,13,7,9,0,14,2,7,8,6,0,9,0,22,2,12,50,1,1,6,0,2,7,3,0,4,5,12,71,2,3,0,0,0,1,0,1,67,23,7,18,1,2,2,0,1,8,0,2,0,5,1,1,7,0,14,2,5,15,12,2,0,1,0,26,12,139,0,7,1,2,1,37,6,9,3,1,1,0,4,2,1,29,6,3,3,0,18,0,1,23,2,3,1,2,0,0,5,6,0,91,0,0,6,6,55,27,5,0,4,2,2,0,7,4,3,0,6,0,3,0,5,75,3,0,0,4,2,0,0,2,1,0,2,11,7,3,13,1,21,22,9,1,1,0,8,3,4,14,0,1,2,0,32,0,2,0,2,4,78,0,1,29,1,0,4,3,0,0,2,0,3,20,0,1,0,30,1,3,1,3,0,21,1,1,1,0,30,0,1,0,1,0,1,3,9,0,1,0,1,101,75,5,0,5,0,0,14,2,3,4,0,15,5,0,4,0,6,15,1,40,3,15,11,0,4,1,115,7,1,4,26,1,0,0,2,0,5,121,4,7,6,1,0,0,0,1,3,1,12,1,4,4,0,0,4,1,24,9,10,0,0,0,0,5,0,2,0,1,11,5,3,3,6,0,0,2,0,5,7,2,3,0,8,3,0,23,0,1,1,0,4,0,1,0,0,0,53,6,9,3,1,0,3,1,2,15,3,9,0,0,7,2,0,1,5,0,0,1,2,164,8,2,0,1,0,0,2,45,0,9,0,21,0,1,1,2,96,13,0,12,11,14,0,6,9,4,3,1,6,1,2,1,0,0,0,0,14,0,0,2,3,3,4,1,0,2,0,26,6,10,1,2,0,2,5,1,3,0,0,6,0,1,1,2,2,0,1,0,2,3,3,11,0,1,1,4,0,0,172,5,4,0,0,0,2,15,4,0,0,3,0,0,1,0,0,0,2,0,0,1,0,4,0,5,5,1,0,0,9,0,2,0,2,2,0,3,80,0,0,1,7,0,2,0,81,0,0,1,3,0,0,5,0,2,0,8,0,0,24,2,9,1,1,1,3,0,1,4
