"","ID_Environmental","ID_sequencing","longitude","latitude","continent","Clay_silt","Soil_C","Soil_N","Soil_P","Soil_C_N_ratio","pH","Aridity_Index","MDR","MAXT","MINT","PSEA","Forest","Grassland","Shrubland","UV_Light","NPP2003_2015","Ecosystem_type","Low_pH_cluster","Drylands_cluster","High_pH_cluster","Dry_forest_cluster","Low_productivity_cluster","OTU_10","OTU_24","OTU_17316","OTU_124","OTU_196","OTU_111","OTU_16","OTU_20","OTU_198","OTU_146","OTU_28942","OTU_161","OTU_115","OTU_5864","OTU_3293","OTU_62","OTU_777","OTU_288","OTU_352","OTU_937","OTU_6567","OTU_687","OTU_68","OTU_131","OTU_102","OTU_81","OTU_371","OTU_734","OTU_709","OTU_45","OTU_74","OTU_60","OTU_794","OTU_8182","OTU_5974","OTU_109","OTU_443","OTU_104","OTU_41","OTU_338","OTU_123","OTU_385","OTU_35370","OTU_11839","OTU_56","OTU_700","OTU_202","OTU_531","OTU_3018","OTU_310","OTU_1110","OTU_130","OTU_3921","OTU_9326","OTU_1534","OTU_466","OTU_1141","OTU_22","OTU_255","OTU_249","OTU_26","OTU_76","OTU_4343","OTU_343","OTU_18949","OTU_1758","OTU_157","OTU_17814","OTU_264","OTU_107","OTU_75","OTU_24244","OTU_17160","OTU_2940","OTU_173","OTU_41795","OTU_137","OTU_9648","OTU_899","OTU_98","OTU_191","OTU_138","OTU_6625","OTU_9846","OTU_6640","OTU_12506","OTU_3161","OTU_1008","OTU_117","OTU_727","OTU_30","OTU_863","OTU_212","OTU_4995","OTU_2811","OTU_225","OTU_186","OTU_144","OTU_4497","OTU_1517","OTU_454","OTU_354","OTU_1529","OTU_4735","OTU_1981","OTU_638","OTU_71","OTU_52","OTU_323","OTU_297","OTU_22664","OTU_2859","OTU_423","OTU_589","OTU_508","OTU_11937","OTU_42268","OTU_7081","OTU_193","OTU_940","OTU_40882","OTU_170","OTU_205","OTU_3072","OTU_67","OTU_142","OTU_6462","OTU_286","OTU_327","OTU_682","OTU_228","OTU_265","OTU_254","OTU_6879","OTU_7783","OTU_13072","OTU_854","OTU_132","OTU_110","OTU_335","OTU_8934","OTU_6526","OTU_119","OTU_116","OTU_450","OTU_38515","OTU_417","OTU_3109","OTU_316","OTU_332","OTU_19226","OTU_294","OTU_270","OTU_94","OTU_494","OTU_344","OTU_2568","OTU_83","OTU_359","OTU_9659","OTU_1412","OTU_710","OTU_6018","OTU_1181","OTU_35","OTU_5201","OTU_5164","OTU_262","OTU_416","OTU_1233","OTU_7213","OTU_5482","OTU_214","OTU_1416","OTU_1459","OTU_279","OTU_253","OTU_238","OTU_10810","OTU_1282","OTU_18647","OTU_2372","OTU_337","OTU_655","OTU_42608","OTU_199","OTU_424","OTU_2813","OTU_151","OTU_154","OTU_438","OTU_414","OTU_407","OTU_1384","OTU_5987","OTU_2916","OTU_92","OTU_285","OTU_165","OTU_783","OTU_2128","OTU_349","OTU_662","OTU_2106","OTU_326","OTU_22557","OTU_784","OTU_236","OTU_203","OTU_28492","OTU_2592","OTU_37593","OTU_14640","OTU_1524","OTU_156","OTU_184","OTU_24926","OTU_7748","OTU_6820","OTU_27847","OTU_25205","OTU_672","OTU_701","OTU_12047","OTU_633","OTU_147","OTU_12102","OTU_572","OTU_27975","OTU_135","OTU_36249","OTU_301","OTU_302","OTU_20918","OTU_5959","OTU_10913","OTU_120","OTU_103","OTU_5357","OTU_6387","OTU_7247","OTU_33045","OTU_47","OTU_23","OTU_18203","OTU_2634","OTU_12273","OTU_213","OTU_31027","OTU_222","OTU_391","OTU_28747","OTU_290","OTU_160","OTU_1748","OTU_26184","OTU_2226","OTU_298","OTU_30959","OTU_1087","OTU_613","OTU_70","OTU_3213","OTU_503","OTU_3504","OTU_1770","OTU_16719","OTU_3704","OTU_599","OTU_86","OTU_259","OTU_33","OTU_25687","OTU_1817","OTU_18635","OTU_860","OTU_766","OTU_25101","OTU_1891","OTU_18910","OTU_50","OTU_43364","OTU_11266","OTU_693","OTU_4034","OTU_2172","OTU_42001","OTU_960","OTU_564","OTU_800","OTU_3542","OTU_5178","OTU_24690","OTU_1731","OTU_512","OTU_881","OTU_26152","OTU_1322","OTU_39105","OTU_209","OTU_483","OTU_519","OTU_7973","OTU_207","OTU_1589","OTU_1614","OTU_811","OTU_20754","OTU_752","OTU_10813","OTU_2073","OTU_22324","OTU_217","OTU_287","OTU_34164","OTU_698","OTU_2784","OTU_36189","OTU_7421","OTU_139","OTU_1019","OTU_1715","OTU_912","OTU_300","OTU_2676","OTU_18652","OTU_341","OTU_1025","OTU_379","OTU_1139","OTU_1078","OTU_1600","OTU_5704","OTU_7385","OTU_447","OTU_40042","OTU_1562","OTU_26011","OTU_935","OTU_1574","OTU_1273","OTU_208","OTU_21267","OTU_627","OTU_435","OTU_257","OTU_1212","OTU_24223","OTU_59","OTU_9452","OTU_439","OTU_14779","OTU_188","OTU_631","OTU_15001","OTU_6457","OTU_8642","OTU_307","OTU_1131","OTU_11503","OTU_292","OTU_1657","OTU_605","OTU_21850","OTU_445","OTU_21325","OTU_1164","OTU_7013","OTU_1195","OTU_21010","OTU_477","OTU_229","OTU_69","OTU_176","OTU_2920","OTU_835","OTU_762","OTU_660","OTU_877","OTU_35535","OTU_243","OTU_810","OTU_36092","OTU_5857","OTU_11827","OTU_541","OTU_8853","OTU_552","OTU_26244","OTU_3116","OTU_5921","OTU_19665","OTU_4466","OTU_8266","OTU_639","OTU_37016","OTU_2206","OTU_9832","OTU_348","OTU_397","OTU_654","OTU_14638","OTU_461","OTU_16330","OTU_29171","OTU_2778","OTU_3021","OTU_827","OTU_1267","OTU_595","OTU_640","OTU_731","OTU_402","OTU_1020","OTU_330","OTU_27201","OTU_4130","OTU_22252","OTU_16002","OTU_3122","OTU_808","OTU_340","OTU_3279","OTU_41662","OTU_18050","OTU_567","OTU_2329","OTU_2630","OTU_13249","OTU_93","OTU_526","OTU_971","OTU_4842","OTU_277","OTU_383","OTU_590","OTU_7537","OTU_4351","OTU_3012","OTU_476","OTU_38449","OTU_458","OTU_39447","OTU_560","OTU_369","OTU_3527","OTU_25497","OTU_272","OTU_743","OTU_1475","OTU_2532","OTU_1866","OTU_27162","OTU_17730","OTU_4226","OTU_9257","OTU_1474","OTU_19940","OTU_2065","OTU_1104","OTU_702","OTU_588","OTU_695","OTU_6158","OTU_7504","OTU_2527","OTU_2844","OTU_2038","OTU_1539","OTU_42423","OTU_23293","OTU_2097","OTU_413","OTU_816","OTU_543","OTU_22401","OTU_40614","OTU_26725","OTU_2030","OTU_158","OTU_149","OTU_89","OTU_234","OTU_4829","OTU_4719","OTU_4809","OTU_7634","OTU_347","OTU_496","OTU_210","OTU_5832","OTU_528","OTU_1325","OTU_2511","OTU_1302","OTU_1156","OTU_7962","OTU_26721","OTU_5515","OTU_9207","OTU_1637","OTU_206","OTU_7807","OTU_20167","OTU_3763","OTU_998","OTU_618","OTU_961","OTU_3160","OTU_37856","OTU_882","country","countryPred","latPred","longPred"
"1",11,11,-83.5,35,"North_America",36.2,5.308,0.31,530.809,17.125,4.63,1.86,12.2,25.1,-5.8,9,0,1,0,7.451,0.701130564,"Grasslands",0.417952091,-0.70685037,-0.705552378,-0.451223572,-0.681367081,0.0328,0.0302,9e-04,0.0023,0.0023,0.0027,5e-04,0.0033,5e-04,4e-04,1e-04,0.001,5e-04,0,0.0039,3e-04,0.0034,2e-04,2e-04,3e-04,0,0.0011,3e-04,0,1e-04,2e-04,2e-04,6e-04,0.0015,3e-04,1e-04,0,0.0014,0.0034,0.0021,0.0067,1e-04,3e-04,8e-04,0,5e-04,7e-04,0,0,0.0016,2e-04,1e-04,5e-04,1e-04,0,0,6e-04,0.0014,1e-04,6e-04,1e-04,0,0,0,0.0013,0,1e-04,1e-04,0,0,0,4e-04,5e-04,2e-04,0,0,0,9e-04,1e-04,4e-04,2e-04,0.0032,1e-04,4e-04,0,0,0,0,0,1e-04,3e-04,0.0023,6e-04,0,6e-04,1e-04,0,0,0,0,0,0,1e-04,0,0,3e-04,0,1e-04,0,3e-04,1e-04,0,0.0015,2e-04,2e-04,0,0.001,0,1e-04,0,0,0,0,1e-04,2e-04,9e-04,1e-04,6e-04,1e-04,0,0,0,0,0,0,0,0,0,0,5e-04,4e-04,0,0,0,0.0038,1e-04,1e-04,0,6e-04,2e-04,0,0,0,0,0,0,0,2e-04,0,2e-04,0,1e-04,0,2e-04,0,0,0,2e-04,0,0,0,3e-04,0,0,1e-04,5e-04,0,0,0,2e-04,0,0,0,8e-04,0,1e-04,0,0,0,1e-04,0.0017,3e-04,0,0,0,0,2e-04,0,0,0,0,0.0011,1e-04,0,0,0,0,0.0023,0,0,0,0,1e-04,0,5e-04,0,0,3e-04,0,0,0.0023,2e-04,0,0,0,0,1e-04,0,1e-04,0,0.0044,0,1e-04,0,0,1e-04,7e-04,0,5e-04,0,0,8e-04,0,0,0,0,4e-04,0,0,0,0.0021,0,0.0026,0,0,0,0,0,0.004,0,0,0,0,2e-04,0,0,0.0039,0,0,0,0,1e-04,1e-04,1e-04,0,0,9e-04,0,6e-04,1e-04,1e-04,3e-04,2e-04,0,2e-04,0,0,0,0,1e-04,0,2e-04,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0.001,0,0.002,0,0,4e-04,0,2e-04,0,1e-04,0,0,0,0,1e-04,0,2e-04,0.0013,0,0,0,0,1e-04,0,0.0035,0,0,0,1e-04,1e-04,0.001,0,0,1e-04,1e-04,0,2e-04,0,0,0,0,0,1e-04,0,0,3e-04,0,0,0,0,0.0013,0,0,3e-04,0,0,1e-04,1e-04,5e-04,0,0,0,0,0,0,0,0,0,0,0.0039,0,0.0027,0,1e-04,0,2e-04,0,0,2e-04,2e-04,0,0,0,9e-04,0,0,0,0,8e-04,0,0,0,0,0.0035,0,1e-04,1e-04,0,1e-04,0,1e-04,0,0,0,0,1e-04,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,1e-04,0,0,0,0,0,5e-04,3e-04,1e-04,4e-04,0.0013,0,0,0,0,0,0,0,2e-04,1e-04,0,0,0,1e-04,0,3e-04,0,0,0,0,0,2e-04,0,3e-04,0,0,2e-04,0,0,1e-04,6e-04,6e-04,0.0012,0,3e-04,0,0,0,2e-04,1e-04,0,0,0,1e-04,0,0,0,1e-04,0,0.0021,0.0011,0,0,7e-04,0,2e-04,0,1e-04,0,0,0,0,4e-04,0,1e-04,0,4e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA","USA",42.2807197570801,-85.1460266113281
"2",24,24,-79.083,35.967,"North_America",43,4.979,0.074,560.438,67.519,5.37,0.914,13.2,31.5,-2.6,11,1,0,0,6.886,0.638289994,"Temperate forests",-0.0681722,-0.472273417,-0.12657485,-0.424610159,-0.312884386,0.0222,0.0268,0.0012,0.0053,0.0042,0.0023,0.0041,0.0081,0.0058,6e-04,0.0011,0.0012,0.0014,5e-04,7e-04,7e-04,0,3e-04,0.0027,4e-04,0.0013,0.0015,4e-04,0.0012,2e-04,0.0024,6e-04,2e-04,6e-04,0.001,0.0019,0.0013,0.0081,0.0035,0.001,0.0024,2e-04,0.0023,0.0013,0.0014,0.0013,9e-04,0.0015,0.001,3e-04,5e-04,8e-04,5e-04,6e-04,0.0021,0.0022,8e-04,0.0015,0.0012,1e-04,0.0011,3e-04,0.001,0.0013,4e-04,0.0012,0.0028,1e-04,0,0.0014,4e-04,8e-04,1e-04,3e-04,0.0021,0.0045,0.003,4e-04,2e-04,1e-04,0,0.0015,5e-04,0.0011,0.0017,0.0015,0.0054,0.0014,0.0011,0,2e-04,0.0019,2e-04,0.0026,4e-04,0.0053,6e-04,0.0014,7e-04,6e-04,0.002,4e-04,0.0071,4e-04,8e-04,8e-04,2e-04,3e-04,5e-04,4e-04,1e-04,3e-04,0.0172,2e-04,0.0012,3e-04,3e-04,6e-04,3e-04,0.0022,1e-04,0.0012,3e-04,7e-04,0,0.0015,8e-04,2e-04,2e-04,0.0051,0.001,0,9e-04,3e-04,3e-04,0.0013,4e-04,3e-04,6e-04,8e-04,7e-04,0,2e-04,0.0017,1e-04,2e-04,0.0027,0.0019,0.0056,1e-04,3e-04,4e-04,7e-04,0,0.0013,3e-04,7e-04,2e-04,1e-04,0.0016,0.0011,0,0,5e-04,3e-04,4e-04,3e-04,2e-04,0,8e-04,0.0016,0,0.0014,5e-04,0.0014,5e-04,0,1e-04,4e-04,6e-04,0.0093,1e-04,0.0017,8e-04,3e-04,7e-04,0.0014,4e-04,4e-04,0,4e-04,6e-04,6e-04,0.0011,4e-04,4e-04,8e-04,3e-04,2e-04,4e-04,1e-04,0.0029,2e-04,1e-04,4e-04,6e-04,3e-04,2e-04,0,3e-04,9e-04,0.0015,1e-04,1e-04,1e-04,0,3e-04,2e-04,0,0.0025,5e-04,4e-04,0.0028,5e-04,3e-04,3e-04,3e-04,4e-04,2e-04,8e-04,0.0028,7e-04,0.0022,6e-04,3e-04,3e-04,0.0023,5e-04,6e-04,3e-04,0,0.0028,0.0013,1e-04,4e-04,4e-04,2e-04,0.002,0,7e-04,7e-04,2e-04,3e-04,1e-04,0.003,1e-04,1e-04,3e-04,0.0018,0,3e-04,3e-04,1e-04,1e-04,0,2e-04,9e-04,2e-04,0,1e-04,6e-04,5e-04,2e-04,0,6e-04,0.002,0.0049,2e-04,0.0014,1e-04,3e-04,1e-04,3e-04,1e-04,0,0,3e-04,3e-04,0,3e-04,0,3e-04,6e-04,0.0016,1e-04,0,0.001,0,0.0019,5e-04,7e-04,1e-04,1e-04,3e-04,6e-04,1e-04,4e-04,2e-04,5e-04,6e-04,2e-04,4e-04,2e-04,8e-04,3e-04,3e-04,0.0012,0,2e-04,3e-04,4e-04,3e-04,1e-04,0,9e-04,1e-04,2e-04,0,3e-04,0,0,1e-04,9e-04,3e-04,0,0.0011,1e-04,2e-04,4e-04,0.0021,4e-04,0,6e-04,4e-04,2e-04,2e-04,3e-04,0,0.0014,0.0012,7e-04,0.0012,1e-04,1e-04,0,0,1e-04,8e-04,2e-04,1e-04,4e-04,1e-04,0,1e-04,6e-04,0.0015,1e-04,7e-04,0,1e-04,0,2e-04,6e-04,1e-04,0,2e-04,9e-04,0,0,1e-04,0.0015,0.0022,6e-04,1e-04,0,0,6e-04,0,0,3e-04,6e-04,3e-04,0,0,1e-04,2e-04,0,0,2e-04,5e-04,8e-04,0,0,0.0021,0,7e-04,3e-04,3e-04,0,1e-04,1e-04,0,0,0,9e-04,1e-04,1e-04,1e-04,0.0016,7e-04,0,2e-04,3e-04,0,3e-04,1e-04,7e-04,3e-04,1e-04,0,3e-04,3e-04,1e-04,2e-04,0,4e-04,6e-04,0,0.003,1e-04,0.001,0.001,3e-04,1e-04,3e-04,3e-04,0,0,0,7e-04,0,0,0.0018,5e-04,3e-04,5e-04,4e-04,4e-04,1e-04,2e-04,1e-04,0,2e-04,0,0,2e-04,5e-04,7e-04,3e-04,0,1e-04,1e-04,2e-04,1e-04,2e-04,5e-04,1e-04,4e-04,5e-04,0.001,0,1e-04,2e-04,0,0.0027,1e-04,8e-04,2e-04,1e-04,2e-04,1e-04,8e-04,0,0,6e-04,0,0,0,0.0025,0,2e-04,1e-04,0.0015,0,0,3e-04,0,0,0,0,0,1e-04,1e-04,2e-04,5e-04,2e-04,"USA","USA",41.7290000915527,-87.4477386474609
"3",30,30,-86.702,36.872,"North_America",71,1.608,0.13,426.527,12.373,5.4,1.054,12.6,31.4,-4.9,14,0,1,0,6.766,0.564117686,"Grasslands",0.266866443,-0.60551,-0.611038102,-0.440577481,-0.655201837,0.0171,0.013,0.0011,0.0038,0.006,5e-04,6e-04,0.0034,0.0027,8e-04,5e-04,0.0011,8e-04,0.001,0.004,0,0.0011,0.002,4e-04,0.0025,3e-04,0.0012,0.0018,0.0022,9e-04,1e-04,0.001,0.001,3e-04,3e-04,4e-04,2e-04,0.001,9e-04,0.0014,0.004,0.001,4e-04,0.0015,3e-04,9e-04,0.0055,8e-04,0,5e-04,3e-04,1e-04,3e-04,1e-04,0,8e-04,2e-04,0.0017,1e-04,3e-04,4e-04,1e-04,0.0038,1e-04,1e-04,0.0012,6e-04,6e-04,2e-04,4e-04,2e-04,0.0024,8e-04,3e-04,1e-04,0,0,0.002,0,0,8e-04,0.003,4e-04,5e-04,2e-04,0,1e-04,1e-04,1e-04,0,2e-04,0.0011,0,2e-04,1e-04,3e-04,0,0,2e-04,3e-04,0.0019,8e-04,0.0016,3e-04,2e-04,1e-04,0.0011,0,0,2e-04,4e-04,4e-04,0.0055,2e-04,9e-04,3e-04,3e-04,1e-04,0,2e-04,0,1e-04,0,1e-04,0,0.0023,2e-04,9e-04,5e-04,0.0021,3e-04,0,0,2e-04,0,0,4e-04,0,5e-04,2e-04,3e-04,1e-04,0,0.0012,0.0035,1e-04,4e-04,0,3e-04,0,0,1e-04,2e-04,4e-04,0,3e-04,0,1e-04,0,4e-04,4e-04,4e-04,0,8e-04,4e-04,4e-04,0,2e-04,0,0,0,2e-04,0.0015,1e-04,5e-04,1e-04,0,2e-04,1e-04,7e-04,0,6e-04,2e-04,0,1e-04,0,0,1e-04,0,2e-04,0.0012,0.0014,0,4e-04,3e-04,0,2e-04,2e-04,0,0,0,0.0021,1e-04,1e-04,0,0,0,0.0018,0,0,0,4e-04,2e-04,0,4e-04,0,1e-04,9e-04,0,0,0.0022,3e-04,1e-04,0,0,0,0,0,0.002,0,8e-04,1e-04,8e-04,0,1e-04,3e-04,6e-04,1e-04,0.001,4e-04,1e-04,0.0031,0,0,0,1e-04,2e-04,0,0,0,0.0024,0,5e-04,0,3e-04,0,0,0,0.0022,1e-04,0,0,0,6e-04,0,0,9e-04,0,0,0,1e-04,4e-04,1e-04,0,0,0,9e-04,0,0.0024,0,2e-04,0,0,2e-04,3e-04,0,1e-04,0.0013,0,6e-04,1e-04,0.0013,6e-04,1e-04,0,0,7e-04,0,6e-04,2e-04,1e-04,2e-04,3e-04,0,0,0,0,0.0013,4e-04,0.0011,0,1e-04,4e-04,1e-04,1e-04,0,0.0012,4e-04,0,0,0,7e-04,3e-04,0,0.0024,0,0,0,2e-04,0,0,5e-04,2e-04,0,0,3e-04,1e-04,6e-04,0,4e-04,2e-04,4e-04,0,2e-04,0,0,0,0,0,5e-04,0,2e-04,1e-04,0,0,0,0,0.0011,0,0,1e-04,0,0,0,0,0.0016,0,0,0,0,2e-04,1e-04,2e-04,0,0,0,0.0044,0,0.0013,0,3e-04,5e-04,3e-04,0,0,0,0,0,0,0,6e-04,0,0,0,0,6e-04,0,0,1e-04,0,0.0013,0,0,5e-04,0,4e-04,0,3e-04,0,0,0,1e-04,0,0,0,0,0,0,3e-04,0,0,0,0,0,0,0,1e-04,0,0,0,1e-04,0,6e-04,1e-04,0,0.0036,0.0015,0,0,0,8e-04,2e-04,0,0,1e-04,1e-04,0,0,0,5e-04,0,5e-04,2e-04,0,0,0,1e-04,1e-04,0,0,3e-04,0,0,0,0,7e-04,6e-04,5e-04,2e-04,0,1e-04,0,1e-04,0,1e-04,4e-04,1e-04,0,0,0,1e-04,1e-04,0,8e-04,0,0.0027,0.0023,0,0,0,0,1e-04,0,2e-04,4e-04,2e-04,0,0,3e-04,0,6e-04,0,7e-04,0,0,0,0,0,0,0,0,3e-04,0,0,1e-04,1e-04,"USA","USA",43.3815536499023,-85.4300155639648
"4",31,31,-101.63,41.2,"North_America",39.5,1.675,0.099,291.632,16.921,6.6,0.403,15,31.7,-11.8,60,0,1,0,6.641,0.339228787,"Dry grasslands",-0.108905388,-0.502575991,-0.073466187,0.211606575,0.270135214,0.0214,0.0134,0.0028,0.0071,0.0034,7e-04,0.0034,0.005,0.0104,6e-04,4e-04,2e-04,0.0013,0,0.002,0.001,7e-04,0,7e-04,0,0.0011,1e-04,0.0037,6e-04,2e-04,2e-04,4e-04,9e-04,9e-04,7e-04,0.0022,0.0029,0.0031,0.0035,4e-04,0.0016,0.0032,0.0024,0.0114,0.0022,8e-04,6e-04,0.0024,0.0012,3e-04,3e-04,2e-04,0.0012,2e-04,0.001,2e-04,8e-04,3e-04,4e-04,1e-04,4e-04,2e-04,0.0013,0.0016,4e-04,9e-04,0.0046,2e-04,2e-04,2e-04,8e-04,2e-04,0,0.001,6e-04,0.003,3e-04,1e-04,6e-04,8e-04,1e-04,0.0026,0,6e-04,0.0056,4e-04,5e-04,9e-04,0.0014,5e-04,1e-04,3e-04,0,4e-04,4e-04,0,7e-04,3e-04,1e-04,1e-04,0.0013,0,0.0031,0,8e-04,8e-04,5e-04,4e-04,6e-04,2e-04,2e-04,0.0027,0.0085,0.0012,0,2e-04,1e-04,0.001,0,0.0057,2e-04,0,0,9e-04,2e-04,0.0024,4e-04,5e-04,4e-04,0.0127,0.0022,2e-04,6e-04,6e-04,0.0015,5e-04,6e-04,0.006,0.001,2e-04,0,3e-04,1e-04,2e-04,1e-04,1e-04,0.0012,0.0017,0.0069,5e-04,6e-04,0.0055,0.0017,0.0015,9e-04,5e-04,7e-04,0.001,0,2e-04,3e-04,5e-04,2e-04,7e-04,7e-04,0.001,1e-04,1e-04,2e-04,0.0049,0.0015,1e-04,3e-04,5e-04,6e-04,6e-04,0,2e-04,5e-04,6e-04,0.0046,8e-04,0.001,8e-04,6e-04,1e-04,0.0017,7e-04,1e-04,0,1e-04,1e-04,0.0016,1e-04,9e-04,2e-04,0,0,0,2e-04,0.0023,4e-04,0,6e-04,2e-04,3e-04,0.0021,4e-04,1e-04,9e-04,7e-04,2e-04,3e-04,8e-04,6e-04,2e-04,0,2e-04,4e-04,0.0013,2e-04,0.0021,0,0.0017,0,0,2e-04,2e-04,0,5e-04,9e-04,2e-04,0.0025,2e-04,0.0016,0,0.001,1e-04,3e-04,1e-04,3e-04,0.0046,0.001,5e-04,0,0.0013,2e-04,0.0181,3e-04,7e-04,5e-04,1e-04,2e-04,3e-04,0.0082,6e-04,1e-04,1e-04,4e-04,0,4e-04,0,7e-04,7e-04,2e-04,1e-04,0,0.0011,1e-04,0,0,0,7e-04,4e-04,0.0081,4e-04,7e-04,0.002,0.002,2e-04,5e-04,0.0011,5e-04,0,1e-04,0.0087,1e-04,2e-04,1e-04,8e-04,1e-04,1e-04,0.0012,0.0011,2e-04,0,0.0039,3e-04,0,1e-04,0,5e-04,2e-04,0.0019,0.0042,0,4e-04,3e-04,0,6e-04,5e-04,0.0011,7e-04,0.0014,1e-04,1e-04,0.0022,0,3e-04,4e-04,0.0016,7e-04,2e-04,1e-04,1e-04,5e-04,0.0012,0,2e-04,0,0,5e-04,1e-04,4e-04,1e-04,6e-04,0,0.0011,2e-04,1e-04,0,2e-04,0,2e-04,0.0014,3e-04,2e-04,0,0.0017,0,3e-04,0,4e-04,1e-04,1e-04,1e-04,7e-04,9e-04,1e-04,1e-04,0,1e-04,2e-04,7e-04,3e-04,7e-04,0,0.0012,0,0,5e-04,0,1e-04,2e-04,1e-04,0.0024,5e-04,0,2e-04,4e-04,4e-04,0.0011,1e-04,3e-04,1e-04,6e-04,2e-04,0,1e-04,7e-04,2e-04,0.0012,0,4e-04,0,3e-04,5e-04,3e-04,5e-04,8e-04,2e-04,0,2e-04,0.0038,0,2e-04,5e-04,1e-04,0.0011,1e-04,4e-04,0,0,6e-04,6e-04,3e-04,5e-04,0.0012,4e-04,2e-04,1e-04,0,2e-04,1e-04,3e-04,1e-04,1e-04,0,0,0,3e-04,8e-04,5e-04,1e-04,0.001,0,0.0021,3e-04,8e-04,7e-04,2e-04,0.0012,0,5e-04,0,0,1e-04,1e-04,0,2e-04,4e-04,0,0.0016,5e-04,5e-04,1e-04,3e-04,0,2e-04,3e-04,4e-04,2e-04,1e-04,0,0,0,9e-04,7e-04,1e-04,4e-04,0,5e-04,1e-04,3e-04,1e-04,4e-04,1e-04,0,4e-04,1e-04,1e-04,1e-04,3e-04,1e-04,0.0023,2e-04,8e-04,0,1e-04,3e-04,1e-04,7e-04,4e-04,0.001,4e-04,1e-04,2e-04,1e-04,2e-04,1e-04,2e-04,2e-04,4e-04,0,3e-04,1e-04,0,2e-04,6e-04,2e-04,1e-04,0,2e-04,0.0014,3e-04,0,"USA","USA",43.0266246608127,-9.39288367353065
